restaurante,place_id,username,rating,comentario,date
Coffee Selfie,ChIJQQ4oFwxZzpQRAHaNTb8Y-1s,P “PH” H,5,"I definitely loved this place.  If you intend to relax in a calm, relaxing place you shall visit this place !!!!
Fernando and his crew are very kind with all customer.
Finally, ask about selfie coffee, it""s a really good idea for coffee lovers!! .....What about he same think for matcha lovers?",2 years ago
Coffee Selfie,ChIJQQ4oFwxZzpQRAHaNTb8Y-1s,Arcelia Gallardo,5,"The cappuccino was creamy and very good. They print an image on your foam. Nice place to have coffee and something sweet, they also have pão de queijo waffles.",2 years ago
Coffee Selfie,ChIJQQ4oFwxZzpQRAHaNTb8Y-1s,Farrah Land,5,"Amazing, best coffee I had in brazil not to mention they put my face on it! And the honey bread was delicious!",a year ago
Coffee Selfie,ChIJQQ4oFwxZzpQRAHaNTb8Y-1s,Anetia Johnson,5,"It was such a cool experience to see your photo in the coffee, and the cappuccino and cake were delicious",a month ago
Coffee Selfie,ChIJQQ4oFwxZzpQRAHaNTb8Y-1s,Alessandra Distefano,5,"Cute little coffe shop just off the busy roads of Japantown.
We got the selfie coffee and a couple of desserts.",11 months ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Thiago Barra,5,"Cosi and modern coffee place. Open area and lots of couches, as the name stated",a year ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Victor Abadio,4,"Good and tasty options to eat and drink. I tried their waffle with Nutella and it was very tasty. I was not a fan of the lime bits in their hot chocolate though.
Still recommend it!",11 months ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Robson Souza,5,"Surprisingly good place, with lots os coffee options and kind service. Go there! You""ll like it!",7 months ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,james fleming,3,"The negatives are the wifi, it’s too difficult to connect because you need to enter so many details such as date of birth, telephone number , email address etc and some details are not accepted even when they have been entered correctly? Most places just ask for a password ... the other negative is the coffee is not great, it’s decent enough, just not as good as the reviews indicate, I’m sure you can find better lattes than this and the size of the drinks are too small. You may as well order two to feel like you have had one decent sized coffee! The positives are the place has comfortable seating, great ambience in a good area of the city, and is a chilled environment to use the wifi, service was quick and good when I went as well.",3 years ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Oscar Gjævert,5,"Really nice coffee place. Wide selection of coffe types and methods, and it tastes great. Really recommend the Brasil blend for Aeropress and the Cocunut coffee. Selection of cookie and cakes are also great. Staff is helpfull and kind, interior is cool. Recommended!",3 years ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Marcelo Marques Aímola,5,"Very nice place and very tasty coffee. Hoerver, if you are looking for quantity instead of quality, you may be desapointed with the expresso caffee here, cause it is very tasty, but very small also.
I""d recommend the French Press options.",3 years ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Eliane Gonçalves Larroza,5,"Great service and wait staff are friendly. Sofa café is a place to drink a good coffee, alone or with friends. Is possible to do a meeting. Wifi is good.",5 years ago
Sofá Café Pinheiros,ChIJ7VeJwwpXzpQRYQDjChPjiLs,Gustavo R,4,"Very good selection of brewed coffee, juices and light food/desserts. Very nice chilled atmosphere, just perfect for casual work lunches or morning/afternoon meetings or even to sit and work on your things",5 years ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Chow,5,"Good ambient and good service even entry to toilets. Love the chicken croissant, it tastes really good. LBGT decorative is nice on 23 June 2019.",3 years ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Luciana,3,"Coffee was decent, liked that they warm up
Pão de queijo for you.  Outdoor seating fab, but would generally avoid if I have other local options.  Service staff are lovely!",a year ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Mike Perreault,5,"Always friendly staff
They make an effort to speak English!",3 weeks ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Lucas Prando,4,"The place is nice, just a bit disorganized. Service was great and very polite.",3 months ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,MARIA PADILLA,3,"It made me confused suddenly... I always order cha verde quente. But here, they gave me a literal green tea bag?🤔 not matcha? It was my first (wrong) experienced and unexpectedly in the area of Paulista. Though, I love SB❤",10 months ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Daniele F P,5,The one and only Starbucks experience in São Paulo,a year ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Matheus Novaes Martins,5,"Great coffee and snacks, great service, and great place. An average Starbucks shop! It could cost less or I should make more money.",6 years ago
Starbucks,ChIJmX-KsMdZzpQRmeJKTyPsVFQ,Vincent Levesque,5,"This is my favorite Starbucks because it""s off of Paulista and it""s not so busy but it""s only one Street away on Santos. I love the outdoor seating as well where you can enjoy your coffee and watch the people walk by.",a year ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Ruan Ace,4,"One of the best cafes in the area, but it has some problems here and there. For those who don""t like crowded places, avoid them during rush hours because getting your order is a little bit of a mess, but the tables are upstairs, making a great division of surroundings in general. On the other hand, it makes it very difficult for people who have some kind of mobility deficiency, keep in mind that the bathrooms are also upstairs.

The food is great; I personally recommend the vanilla biscuits and the tea yuzu (it is very unusual, so maybe order a safer option), and the service is nice.
9/10",2 months ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,P “PH” H,5,"Lovely place to rest while planning next steps. I liked choux cream (I""m addicted kk)
With health protocols be aware you can not find a sit but It is a place you shall visit.",2 years ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Beatriz Pagy,5,"One of my favorite coffeeshops in São Paulo! This is an amazing space with beautiful and tasty food! It really brings the legit Japanese cafe vibes, from the decoration of the place to the small details of the treats.

My favorite salty snack is the karepan. It is the best I""ve ever tasted. Super crunchy on the outside, and extremely well seasoned and creamy inside. It""s also always fresh - Which is a bless!!
There are also quite interesting coxinhas, in the shimeji (mushroom) and kani (crab) flavors. I""ve tried the kani one, but it wasn""t that amazing.

As for the sweets, the verrines are the most different and interesting ones for me. Specially the banana one. The matcha tiramisu is worth a mention as well!
The cakes are very Japanese indeed. The flavor is very soft, so it""s more pretty than tasty. I think it""s worth a try every once in a while.",3 years ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Leonardo Shimizu,4,"Cute coffee shop, but it can get quite crowded on weekends. Had the orange tea and macarons, both pretty decent. If you""re in a hurry, there""s a grab-and-go section on the back of the house with a good selection of bento boxes and other take aways.",3 years ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Ayrton Mendes,5,"An amazing experience!! A wonderful Frappuccino and a well done kare-don! It""s a little expensive place but it worth to get to know the place!",3 years ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Matheus Moreira,4,"We ordered matcha frappe and a japanese pudim. Everything was awesome. The place is always packed on weekends and holidays, but is a must.",5 years ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Bhie Estrella,5,"Loved the coffee, the place and the pastries.",a year ago
89ºC Coffee Station,ChIJxbXNHalZzpQRYb-PzJ3bbTQ,Erika Hingst Zaher,5,"Amazing coffee, beautiful pastries and donuts. Sandwiches and snacks are also good.",a year ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Lucas Prando,5,"This is a lovely place with a cozy atmosphere, great food, and excellent service. I had one of my life""s best pancakes, eggs, and bacon. Also, the cappuccino was perfect. The service was fast and polite.

Going to the London Coffee Station was an outstanding experience.",3 months ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Mia Wang,4,"It""s definitely calorie bomb but more importantly it brings happiness 🤤",5 months ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Ricardo Urresti,4,"Nice cafe and bistro, usually crowded, nice assortment of cakes and other pastries that goes really well with your coffee or sociality beverage. They serve meals on lunchtime. Waiters are courteous, but service it not the fastest. Place itself is really good looking, and this is a pet friendly place. Parking is nearby. You might find lines and waiting during busiest times.",3 years ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Andy Cerqueira,2,"I spend the whole day there and I had 2 meals, 1 dessert and 2 coffees.

For the coffees it was ok but overpriced.

For the food I would not come back. I’ve ordered a grilled fish with smashed potatoes. 40 reais. They didn’t have potatoes so they offered me a simple salad. I asked if it was possible to be rice instead of the salad and they agreed, 10 minutes later they came back and I was informed that all the other meals were pre Cooked but the fish. So they wouldn’t.

On the top of it all? You know the GRILLED fish? It came FRIED. When I already laughing asked about the grilled fish they looked me and doubting of my intelligence or even my sight said: “it’s just really grilled”. You can see the meal on the photo.

It’s my fault. I insisted.
Please, don’t make the same mistake.

Ps: oh, the Wi-Fi stop to work each 1 hour. And you need to reconnect in the middle of whatever you’re  doing.",10 months ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Luciano Mastrangeli,5,"It""s a great place to have your breakfast including Italian cappuccino, Irish coffee, several cakes like vanilla, Red Vellvet, sandwiches, etc.. Before 10a.m. there is no line however after it you may wait a little before you get in. Highly recommended 👍",2 months ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Gustavo Chofra,3,"Great espresso, delicious brownies and nice atmosphere with a lot of care for the decoration. But no free wi-fi and the Belgian chocolate cappuccino need more personality. A overall good experience.",4 years ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Toriano Boynton,4,Went on Monday for brunch and was pleasantly calm. Staff was kind. Food was as advertised. Fresh squeezed OJ and awesome Italian Cappuccino really hit the spot and made up for the slightly above average American breakfast.,2 years ago
LONDON COFFEE STATION,ChIJeW1KK5tZzpQR-Z7D35FgGpU,Robson Souza,4,"Place is beautiful, food is good, coffee is very well executed.  Service is kind but a little confusing... Difficult to park in the area during busy hours and there is no valet parking service.",6 months ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Heath Hughes,5,"I’m so happy I found this place. Tired of mediocre padaria coffee, I made a list of recommended coffee shops and this goes to the top. The owner, Flávia, was so friendly and informative. It seems high quality at a low price is not impossible! Such a great experience.",3 years ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Kieran S,5,"One of the best in São Paulo, no doubt. Great Macchiato!",8 months ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Virginia Chu,5,"Great little coffee shop right on the corner. They have a few seats to sit on the sidewalk but do take away coffee only. It""s really great quality.",7 years ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Darius Geldenhuys,5,"Great spot for any coffee lover, great ambiance, great looking venue and excellent service. A must.",4 years ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Andy Bookas,5,Great little place to get a coffee and have it on the street,6 years ago
"the little coffee shop . CAFÉ ESPECIAL & CURSOS . Delivery/retiradas agendadas, e workshop online p/ quem quer empreender.",ChIJgX_VHYNXzpQRBVLomhGDEjk,Filipe Cornago,5,Great coffee and nice owner,4 years ago
