title,place_id,rating,reviews,price,type,ZonaSP,address,latitude,longitude,open_state,description,thumbnail,sunday,monday,tuesday,wednesday,thursday,friday,saturday,inicio,fim,aberto_dia_util(%),aberto_final_de_semana(%),madrugada,manha,tarde,noite,inicio_periodo,fim_periodo,dine_in,takeout,delivery,drive_through,Cluster
Violeta Bar e Restaurante,ChIJlTfyNjNYzpQR-GqbbXf3QLc,4.3,7972.0,1,brazilian restaurant,Centro,"R. Augusta, 1343 - Consolação, São Paulo - SP, 01305-100, Brazil",-23.5557678,-46.6574468,Open ⋅ Closes 3 am,"Large space for drinks & Brazilian fare. Expansive, airy setting for cocktails & beers, plus burgers, steaks & Brazilian dishes.",https://lh5.googleusercontent.com/p/AF1QipOXT_iSD0Ph18syP7toX4c1rURUIzqsBTPqkQo=w80-h106-k-no,1,1,1,1,1,1,1,11.0,3.0,100.0,100.0,0.0,15.0,100.0,85.0,manha,madrugada,1,1,0,0,7.0
Almoço e Feijoada da Mama,ChIJ_VPJGbxTzpQRKc397kmaRPc,4.2,19.0,5,restaurant,Outro,"R. Chico Mendes, 105 - Jardim Margarida, Taboão da Serra - SP, 06786-080, Brazil",-23.6275555,-46.8124232,Open ⋅ Closes 4 pm,,https://lh5.googleusercontent.com/p/AF1QipNakiULdNUXv6HZ5sPuu9Wh50jIYyOT6AJcQK97=w122-h92-k-no,1,1,1,1,1,1,1,11.0,16.0,100.0,100.0,0.0,15.0,58.0,0.0,manha,tarde,1,1,0,0,12.0
C&A Café E Almoço,ChIJjbffWgRGzpQRf2F0o_XBXwM,4.1,12.0,5,restaurant,Sul,"Estrada Ligação, 74 - Jardim Monte Verde, São Paulo - SP, 04851-501, Brazil",-23.755743,-46.6640823,Open ⋅ Closes 6 pm,,https://lh5.googleusercontent.com/p/AF1QipMAdQspCfZBBzE06dWMeFkRpsE4zUvjItgcrBYH=w163-h92-k-no,0,1,1,1,1,1,1,8.5,18.0,100.0,66.7,0.0,58.0,87.0,0.0,manha,tarde,1,1,0,0,11.0
Lanchonete Anchieta,ChIJHwiD1VBYzpQRl1Hj2kZBJu0,4.3,1068.0,1,bar,Centro,"R. Antônio de Godói, 128 - Centro Histórico de São Paulo, São Paulo - SP, 01031-001, Brazil",-23.5418307,-46.6369991,Open ⋅ Closes 10 pm,,https://lh5.googleusercontent.com/p/AF1QipOnm83DaGNwDZjgBxrPlzQHiaC37DvHK3iOdA88=w122-h92-k-no,0,1,1,1,1,1,1,6.0,22.0,100.0,66.7,0.0,100.0,100.0,51.0,manha,noite,1,1,1,0,6.0
Restaurante Famiglia Di Nóca,ChIJ7Ye24uRXzpQRU9LExQl_5GM,4.6,524.0,1,restaurant,Oeste,"Rua Desembargador do Vale, 50 - Perdizes, São Paulo - SP, 05010-040, Brazil",-23.5334723,-46.6820297,Opens soon ⋅ 11:30 AM,A family-friendly spot for homemade food. Weigh & pay restaurant serving traditional homemade dishes in a family-friendly setting.,https://lh5.googleusercontent.com/p/AF1QipNyFD5Bif5t46wNrMHFW6Fa06VcRcJEC9LM9vQE=w82-h92-k-no,0,1,1,1,1,1,1,11.5,14.5,100.0,66.7,0.0,7.0,36.0,0.0,manha,tarde,1,1,0,0,15.0
Restaurante São Rafael,ChIJ2Tf8UrEdzpQRPHW2oHflQSU,4.5,1078.0,1,buffet restaurant,Outro,"Av. Brasil, 295 - Boqueirão, Praia Grande - SP, 11701-090, Brazil",-24.0097507,-46.4151543,Opens soon ⋅ 11:30 AM,,https://lh5.googleusercontent.com/p/AF1QipOwcXRd6M5MKivYzQAIGZCVmM5uZHUcUC855k3M=w143-h92-k-no,0,1,1,1,1,1,1,11.5,15.5,100.0,66.7,0.0,7.0,51.0,0.0,manha,tarde,1,1,0,0,2.0
Petí Gastronomia,ChIJJbZy-eJXzpQRTboswSgLJX0,4.6,617.0,1,restaurant,Oeste,"R. Cotoxó, 110 - Pompeia, São Paulo - SP, 05021-000, Brazil",-23.5284092,-46.6824556,Closed ⋅ Opens 12 PM,"Contemporary cuisine in an elegant space. Contemporary food with a gourmet twist served in a modern, sophisticated spot with natural décor.",https://lh5.googleusercontent.com/p/AF1QipNYRSCzqjnJaFzUI5J-FTf9YcIkdOOOfW_I7AXL=w194-h92-k-no,1,0,1,1,1,1,1,12.0,15.0,75.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,15.0
Restaurante Bom D+,ChIJ0xa4iOABzpQRcVhyBrab-E8,4.4,81.0,5,brazilian restaurant,Outro,"R. Manoel Araújo, 369 - Vila Santo Antônio, Guarujá - SP, 11432-390, Brazil",-23.9874162,-46.2675265,Open ⋅ Closes 4 PM,,https://lh5.googleusercontent.com/p/AF1QipPS1lbDHj6M6xcdl-RF-rxuNMGVU9iBNHbTNLQP=w163-h92-k-no,0,1,1,1,1,1,1,8.0,16.0,100.0,66.7,0.0,66.0,58.0,0.0,manha,tarde,1,1,0,0,7.0
Restaurante Tia Tande,ChIJY5jcW75YzpQRnb6aE8ef-9w,4.4,114.0,0,brazilian restaurant,Norte,"R. Doze de Setembro, 481 - Vila Guilherme, São Paulo - SP, 02052-000, Brazil",-23.5176672,-46.6105374,Closed ⋅ Opens 7 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipPcwNvPZZOBzzXKGpMwp3HsN8oWu6m1CicIBIGH=w122-h92-k-no,0,1,1,1,1,1,0,7.0,15.5,100.0,33.3,0.0,83.0,51.0,0.0,manha,tarde,1,1,1,0,14.0
Restaurante Barato 10 Reais,ChIJwYH8Pv9YzpQRsWlsCHK6gQ8,4.7,7.0,5,restaurant,Centro,"R. da Cantareira, 120 - Centro Histórico de São Paulo, São Paulo - SP, 01024-000, Brazil",-23.5431179,-46.6305137,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wT6R-2NWR5pjnjMJrHF8EA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=82.35603&pitch=0&thumbfov=100,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,0,0,0,
Bom Gosto Restaurante (Paulista),ChIJYXmo1MdZzpQRLxnXxWeaLiI,4.4,218.0,5,buffet restaurant,Oeste,"Av. Paulista, 1159 - Loja 21 - Bela Vista, São Paulo - SP, 01310-100, Brazil",-23.5646198,-46.6535726,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipMVi65MoPOclCRigThLnmWch3jK4htiBaBpFBBE=w122-h92-k-no,0,1,1,1,1,1,0,11.0,15.5,100.0,33.3,0.0,15.0,51.0,0.0,manha,tarde,1,1,0,0,12.0
Restaurante Bom Petisco,ChIJfcuJXcqJzJQRZwO96jHpdhk,4.2,630.0,1,brazilian restaurant,Outro,"Av. Dr. Januário Miraglia, 2696 - V Telma, Campos do Jordão - SP, 12460-000, Brazil",-22.7300753,-45.58243,Open ⋅ Closes 5 PM,,https://lh5.googleusercontent.com/p/AF1QipOcEsHy3tjHPXTKCHGC6Xr9aZq8H_XmuPqSQJsC=w122-h92-k-no,1,1,1,1,1,1,1,8.0,17.0,100.0,100.0,0.0,66.0,72.0,0.0,manha,tarde,1,1,1,0,7.0
satisfeitos,ChIJAQDQrjOYpgARjNpL_GcfP18,4.7,21.0,5,restaurant,Outro,"R. Antônio de Albuquerque, 862 - Funcionários, Belo Horizonte - MG, 30112-011, Brazil",-19.9373699,-43.938422,,,https://lh5.googleusercontent.com/p/AF1QipO4LQzrUjUaNipHy571diAT5MujUiTTYH4wuhw=w80-h106-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,1,0,
Restaurante Sr. dos Pratos,ChIJaW0BBQBRzpQRyvVRhbngUtk,4.3,169.0,0,brazilian restaurant,Sul,"R. Cerqueira César, 335 - Santo Amaro, São Paulo - SP, 04750-080, Brazil",-23.6501145,-46.7096212,Open ⋅ Closes 9 PM,,https://lh5.googleusercontent.com/p/AF1QipNbsYJsPRz0tZLP4yGUuXcXRe38gFCLSAGXcpT0=w80-h142-k-no,0,1,1,1,1,1,1,7.0,21.0,100.0,66.7,0.0,83.0,100.0,34.0,manha,noite,1,1,0,0,7.0
Cacerola,ChIJ5XwKfcmJzJQRRlsb_-K8VQ0,4.5,1294.0,1,restaurant,Outro,"R. Dep. Claro César, 15 - Vila Telma, Campos do Jordão - SP, 12460-000, Brazil",-22.7357454,-45.5860244,Open ⋅ Closes 4 PM,,https://lh5.googleusercontent.com/p/AF1QipOB2x6osMS1NaivUSHMwmp_fJwoLMulARILqh36=w122-h92-k-no,1,0,0,1,1,1,1,11.0,16.0,50.0,100.0,0.0,15.0,58.0,0.0,manha,tarde,1,1,0,0,11.0
Restaurante Saída 26,ChIJk75Rn88Dz5QRUmmqbXtg4Ug,4.4,311.0,1,restaurant,Outro,"R. Independência, 15 - Vila Boa Vista, Barueri - SP, 06411-050, Brazil",-23.5039835,-46.8726968,Open ⋅ Closes 10 PM,,https://lh5.googleusercontent.com/p/AF1QipPSb3RLTfndV5ek62K4_pMspvDq6HI1Y9puAzAK=w80-h106-k-no,0,1,1,1,1,1,1,8.5,22.0,100.0,66.7,0.0,58.0,100.0,51.0,manha,noite,1,1,1,0,4.0
Restaurante Puro Sabor de Ipanema,ChIJOWpmNwXVmwARAerbOcgrZLE,4.4,77.0,0,brazilian restaurant,Outro,"R. Visc. de Pirajá, 303 - loja 319 - Ipanema, Rio de Janeiro - RJ, 22040-001, Brazil",-22.9844983,-43.2043511,Open ⋅ Closes 4 PM,,https://lh5.googleusercontent.com/p/AF1QipO3XXrKDe0RpGcpltyyTeEGFTl5YU5SR_U1PxYt=w80-h106-k-no,0,1,1,1,1,1,1,11.0,16.0,100.0,66.7,0.0,15.0,58.0,0.0,manha,tarde,1,1,0,0,5.0
Fitó,ChIJnQuaS6dXzpQRdJ_Bk-VLcIo,4.5,2476.0,1,brazilian restaurant,Oeste,"Rua Cardeal Arcoverde, 2773 - Pinheiros, São Paulo - SP, 05407-004, Brazil",-23.56814,-46.69487,Closed ⋅ Opens 12 PM,"Hip spot for classic cuisine & cocktails. Trendy, contemporary setting for traditional dishes, plus classic & inventive cocktails.",https://lh5.googleusercontent.com/p/AF1QipO6o8TVAA-itCvkBPl-xE0P_EFJ8cuZNU4p4JCF=w80-h106-k-no,1,1,1,1,1,1,1,12.0,15.5,100.0,100.0,0.0,0.0,51.0,0.0,tarde,tarde,1,1,0,0,2.0
Tempero Manero,ChIJzXOTr3F6zpQREonFacwk8sg,4.4,1740.0,0,buffet restaurant,Outro,"R. Tiradentes, 34 - Conj. Res. Irai, Suzano - SP, 08673-150, Brazil",-23.5422354,-46.3116086,Open ⋅ Closes 3 PM,,https://lh5.googleusercontent.com/p/AF1QipM672IO211CsqrAZCu043A5RXgc9_CDrHi-lFYb=w122-h92-k-no,0,1,1,1,1,1,1,11.0,15.0,100.0,66.7,0.0,15.0,43.0,0.0,manha,tarde,1,1,0,0,14.0
Talheres Restaurante Self-Service,ChIJGwycOXNXzpQR_DOWfX0PAfk,4.2,26.0,5,buffet restaurant,Oeste,"Shopping Vitrine, Av. Brg. Faria Lima, 1827 - Loja 46/47 - Jardim Paulistano, São Paulo - SP, 01452-001, Brazil",-23.572911,-46.688707,Open ⋅ Closes 3:30 PM,,https://lh5.googleusercontent.com/p/AF1QipNLgk3ywj9cnO6U6KRTVL7EJnOgZPlfmHqnh5y1=w122-h92-k-no,0,1,1,1,1,1,1,11.0,15.5,100.0,66.7,0.0,15.0,51.0,0.0,manha,tarde,1,1,0,0,13.0
Bom de Minas Restaurante,ChIJWwr1weBQzpQRRbgL43Cbh5I,4.2,998.0,1,brazilian restaurant,Sul,"Rua Alexandre Dumas, 1511 - Santo Amaro, São Paulo - SP, 04717-003, Brazil",-23.631469,-46.705459,Open ⋅ Closes 5 PM,,https://lh5.googleusercontent.com/p/AF1QipPb_W-zRUxLehrcpk9-F0Q7x3QynAiD6c_7ShAi=w122-h92-k-no,1,1,1,1,1,1,1,11.0,16.0,100.0,100.0,0.0,15.0,58.0,0.0,manha,tarde,1,1,0,0,0.0
Restaurante Pais & Filhos,ChIJT2hqm6NXzpQRrtvbTCDo_OM,4.4,147.0,0,restaurant,Oeste,"R. Cunha Gago, 814 - Pinheiros, São Paulo - SP, 05421-001, Brazil",-23.5619767,-46.6939986,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipNPZqX-tyom37VQv3-BpxJ3DVfR7Ki5adFpVDX1=w80-h106-k-no,0,1,1,1,1,1,0,11.0,15.0,100.0,33.3,0.0,15.0,43.0,0.0,manha,tarde,1,0,1,0,6.0
Restaurante Diniz,ChIJl5gYIPofzpQRHYBK-sTjfIA,4.8,41.0,5,restaurant,Outro,"Av. Pres. Kennedy, 6939 - Cidade Ocian, Praia Grande - SP, 11704-105, Brazil",-24.0243583,-46.4749455,Open ⋅ Closes 4 PM,,https://lh5.googleusercontent.com/p/AF1QipO1fqe-Uy9RpN3VZf1jPnS5TQJneYI5fFp6RMbq=w80-h106-k-no,1,1,1,1,1,1,1,10.0,16.0,100.0,100.0,0.0,32.0,58.0,0.0,manha,tarde,1,1,0,0,12.0
Restaurante Bom de Garfo,ChIJ5y4kLmwDzpQRmWL0QjyMpWA,4.4,132.0,0,buffet restaurant,Outro,"R. Carvalho de Mendonça, 352 - Vila Belmiro, Santos - SP, 11070-103, Brazil",-23.9530622,-46.3351778,Open ⋅ Closes 3 pm,,https://lh5.googleusercontent.com/p/AF1QipO54A0P0AIsNtnaSkslogB8DaTJEevMc2cVZDcl=w80-h142-k-no,0,1,1,1,1,1,1,11.0,15.5,100.0,66.7,0.0,15.0,51.0,0.0,manha,tarde,1,1,0,0,5.0
Restaurante & grill Per Tutti,ChIJCSATGsUY35QRfKsA2-RcpDM,4.7,1220.0,1,restaurant,Outro,"R. Dr. Amadeu da Luz, 40 - Centro, Blumenau - SC, 89010-160, Brazil",-26.9153132,-49.0699283,Open ⋅ Closes 2:30 pm,,https://lh5.googleusercontent.com/p/AF1QipP3Ns-NvNx5-uUfSZGAEQ7aA-6huDjOgDhZmuvI=w138-h92-k-no,0,1,1,1,1,1,1,10.75,14.5,100.0,66.7,0.0,19.0,36.0,0.0,manha,tarde,1,1,0,0,13.0
Cantina Gigio,ChIJA106w3dXzpQR8LrzPvJJyNg,4.6,7565.0,1,italian restaurant,Oeste,"R. dos Pinheiros, 355 - Pinheiros, São Paulo - SP, 05422-010, Brazil",-23.5653484,-46.6814729,Opens soon ⋅ 11:30 am,Classic Italian food in a family setting. An Italian diner with several kinds of pastas & fresh sauces in a spacious family-friendly setting.,https://lh5.googleusercontent.com/p/AF1QipPQ6F87pxajeqbBP2P3cY4o6e-mvjvfeNLKOBaA=w111-h92-k-no,1,1,1,1,1,1,1,11.5,24.0,100.0,100.0,0.0,7.0,100.0,85.0,manha,noite,1,1,0,0,3.0
Paraiso da Moema,ChIJzVK5uQ9azpQRa5TUUr5dz4s,4.7,106.0,0,bar,Sul,"Av. Jandira, 248 - Moema, São Paulo - SP, 04080-007, Brazil",-23.6072471,-46.6623559,Open ⋅ Closes 8 pm,,https://lh5.googleusercontent.com/p/AF1QipM4r2vWBKeSSpdDvLkifBXGxYtJmFXT_QMHsJ8N=w194-h92-k-no,0,1,1,1,1,1,1,7.0,22.0,100.0,66.7,0.0,83.0,100.0,51.0,manha,noite,1,1,0,0,7.0
Restaurante SueD,ChIJBw5NfFJgzpQRqg20dUIKLOI,4.5,25.0,5,restaurant,Leste,"Av. Paranaguá, 2352 - Ermelino Matarazzo, São Paulo - SP, 03806-000, Brazil",-23.4856611,-46.480312,Open ⋅ Closes 2:30 pm,,https://lh5.googleusercontent.com/p/AF1QipMtK9Moc9Q36Uo1VtPuTAih8XHWtTyvkuWAKPNn=w80-h142-k-no,0,1,1,1,1,1,1,10.5,14.5,100.0,66.7,0.0,24.0,36.0,0.0,manha,tarde,1,1,0,0,13.0
Restaurante Goes França,ChIJFzxh-9FhzpQRlYu07GKxEPg,4.5,172.0,0,restaurant,Outro,"Av. Patos, 879 - Cidade Industrial Satélite de São Paulo, Guarulhos - SP, 07222-010, Brazil",-23.463105,-46.472397,Closed ⋅ Opens 6 am Mon,,https://lh5.googleusercontent.com/p/AF1QipOqs7Xb1r4No26QTjLrYD6acUReWdPOqpdRX7TX=w163-h92-k-no,0,1,1,1,1,1,0,6.0,20.0,100.0,33.3,0.0,100.0,100.0,17.0,manha,noite,1,1,0,0,14.0
Mugui,ChIJZW9ooKlZzpQRpE2_1q2Udcs,4.7,1474.0,1,japanese restaurant,Centro,"R. da Glória, 111 - Liberdade, São Paulo - SP, 01510-000, Brazil",-23.5541355,-46.6340841,Opens soon ⋅ 11:30 am,"Easygoing Japanese noodle house. Understated eatery with counter seating serving noodle soup, yakisoba & other Japanese standards.",https://lh5.googleusercontent.com/p/AF1QipPC7hMCMEk8UNeYvziytbxD-K9uuqYsaA2LjCd4=w163-h92-k-no,0,0,1,1,1,1,1,11.5,14.5,75.0,66.7,0.0,7.0,36.0,0.0,manha,tarde,1,1,0,0,5.0
Restaurante Pio XII,ChIJd1J6HlX1zpQRrSBtZQ5IMmI,4.5,1106.0,0,buffet restaurant,Outro,"Av. Papa Pio XII, 172 - Macedo, Guarulhos - SP, 07113-000, Brazil",-23.4674389,-46.5176639,Opens soon ⋅ 11:30 am,,https://lh5.googleusercontent.com/p/AF1QipNoL8Km41PXHQZAGGMrQeI7_Hc2QatByWIDRGUa=w163-h92-k-no,0,1,1,1,1,1,1,11.5,15.5,100.0,66.7,0.0,7.0,51.0,0.0,manha,tarde,1,1,0,0,2.0
Restaurante Ímpar,ChIJ73dkTbtgzpQRu9KamYVtR3E,4.4,3231.0,1,restaurant,Leste,"Av. Antônio Estevão de Carvalho, 1588 - Cidade Patriarca, São Paulo - SP, 03540-100, Brazil",-23.5281281,-46.5082724,Opens soon ⋅ 11:30 am,"A bistro with fondue & cultural vibe. A bistro serving salads, soup, grilled food, fondue & sweets, with famous paintings on the menu.",https://lh5.googleusercontent.com/p/AF1QipNNmUCUSerISa1B9Oq6tTpw1mZNmUQOdn9V8rdi=w141-h92-k-no,1,1,1,1,1,1,1,11.333333333333334,15.5,100.0,100.0,0.0,10.0,51.0,0.0,manha,tarde,1,1,0,0,12.0
Restaurante Super Barato,ChIJu4l6ek30tZQRjTzb2STLprI,4.5,2.0,5,restaurant,Outro,"R. Antônio Pedro de Oliveira, 979 - Vila Betania II, Alfenas - MG, 37130-000, Brazil",-21.4186924,-45.9521347,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fUMO7RCV9mUj-zDjYR3kew&cb_client=search.gws-prod.gps&w=80&h=92&yaw=277.98074&pitch=0&thumbfov=100,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,1,0,
Restaurante Mamarella,ChIJGQrHUAlazpQR_0QoODi34E4,4.5,292.0,0,restaurant,Sul,"Alameda dos Jurupis, 1577 - Moema, São Paulo - SP, 04088-005, Brazil",-23.6112088,-46.6661397,Open ⋅ Closes 5 pm,,https://lh5.googleusercontent.com/p/AF1QipOvPvV61VVi3k5hxzj54-4ra6S58-jdXirKZYrb=w163-h92-k-no,0,1,1,1,1,1,1,11.0,17.0,100.0,66.7,0.0,15.0,72.0,0.0,manha,tarde,1,1,0,0,13.0
Restaurante Barão Gourmet,ChIJe2FMORenmQARliqj3365oTc,4.9,14.0,5,restaurant,Outro,"Shopping D. Pedro II, Rua do Imperador, nº 288 - sobreloja 1 - Centro, Petrópolis - RJ, 25620-000, Brazil",-22.5082792,-43.172707,Open ⋅ Closes 3:30 pm,,https://lh5.googleusercontent.com/p/AF1QipNRWVls2gU4VYY75wktjCI9wNA3_2ak1XQHIB1P=w80-h92-k-no-pi-0-ya61.800003-ro-0-fo100,0,1,1,1,1,1,1,11.0,15.5,100.0,66.7,0.0,15.0,51.0,0.0,manha,tarde,1,1,1,0,13.0
Típico Paulista,ChIJ7c6iLMlZzpQRNEkAv1Nfd44,4.2,69.0,5,restaurant,Oeste,"Av. Paulista, 1499 - Bela Vista, São Paulo - SP, 01310-100, Brazil",-23.5624469,-46.6559816,Open ⋅ Closes 3 pm,,https://lh5.googleusercontent.com/p/AF1QipNqARbaRzZtG5TKI-I2E-Kmz3I0LAP4JZcqUNJY=w122-h92-k-no,0,1,1,1,1,1,1,11.0,15.0,100.0,66.7,0.0,15.0,43.0,0.0,manha,tarde,1,1,1,0,9.0
Restaurante e Lanchonete Nova Pinheiros,ChIJkQMZowpXzpQRflk4aBWytws,4.3,1039.0,0,brazilian restaurant,Oeste,"R. dos Pinheiros, 1363 - Pinheiros, São Paulo - SP, 05422-012, Brazil",-23.5682265,-46.6909007,Open ⋅ Closes 12 AM,,https://lh5.googleusercontent.com/p/AF1QipO0uw-kVSPIhyCQNxgaXMJYF5KgzemgZz7jl2nA=w80-h142-k-no,1,1,1,1,1,1,1,6.0,24.0,100.0,100.0,0.0,100.0,100.0,85.0,manha,noite,1,1,0,0,11.0
LEVANTE BAR E RESTAURANTE,ChIJl1-TCg1fzpQReolH5hXG8-8,4.9,14.0,5,restaurant,Leste,"R. Comendador Cantinho, 435 - Penha de França, São Paulo - SP, 03603-020, Brazil",-23.5246802,-46.5501657,Open ⋅ Closes 9 PM,,https://lh5.googleusercontent.com/p/AF1QipPSk0G5BVPGrsIQ6XzSvGzXJFeElesIZ5UPuepe=w138-h92-k-no,0,1,1,1,1,1,1,8.0,21.0,100.0,66.7,0.0,66.0,100.0,34.0,manha,noite,1,1,0,0,7.0
Prato Feito PPD,ChIJoVhEXAtZzpQRJCPYwI3nZvo,4.6,325.0,5,restaurant,Centro,"R. Nestor Pestana, 109 - Consolação, São Paulo - SP, 01303-010, Brazil",-23.5484881,-46.6453276,Opens soon ⋅ 11:30 AM,,https://lh5.googleusercontent.com/p/AF1QipPG5sJX2NUIOH3s-qX8_2WgLqZOV0VLwb2-QSAD=w80-h106-k-no,1,1,1,1,1,1,1,11.5,18.0,100.0,100.0,0.0,7.0,87.0,0.0,manha,tarde,1,1,0,0,1.0
Santa Luzia Restaurante,ChIJ9SymEm6LzpQRqPCEF0SstdA,4.0,904.0,5,brazilian restaurant,Outro,"Sao Paulo International Airport, Piso Térreo, SP-019, s/n - Cumbica, Guarulhos - SP, 07190-100, Brazil",-23.4261196,-46.481447,Open 24 hours,,https://lh5.googleusercontent.com/p/AF1QipO2ef6Q-cGC8Xp1mwPbPTSaysXuCPD4Qlf3MBil=w163-h92-k-no,1,1,1,1,1,1,1,,,100.0,100.0,0.0,0.0,0.0,0.0,,,1,1,0,0,
quilinho,ChIJ5_s8IHtZzpQRogxM7GDdJFc,3.7,152.0,5,buffet restaurant,Centro,"Av. Lins de Vasconcelos, 1370 - Cambuci, São Paulo - SP, 01538-001, Brazil",-23.5754223,-46.6235089,Opens soon ⋅ 11:30 AM,,https://lh5.googleusercontent.com/p/AF1QipNipFUvQvusMY56zQYQJVcT5sPt9gEkj9kRtsqp=w80-h106-k-no,0,1,1,1,1,1,1,11.5,15.0,100.0,66.7,0.0,7.0,43.0,0.0,manha,tarde,1,1,0,0,2.0
Yellow Restaurante,ChIJ01_spJFZzpQRqrIza3aV6iU,4.6,91.0,5,buffet restaurant,Sul,"Rua Coronel Oscar Porto, 1082 - Paraíso, São Paulo - SP, 04003-005, Brazil",-23.5784894,-46.6448163,Closed ⋅ Opens 11:30 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipM63RrI_VHesoS5kxMrsQcKk_iR4rZRqIxuI_Dx=w122-h92-k-no,0,1,1,1,1,0,0,11.5,14.5,100.0,0.0,0.0,7.0,36.0,0.0,manha,tarde,1,1,0,0,10.0
Mestiço,ChIJVXVFNjJYzpQRqyWHMYK1C18,4.6,2694.0,2,restaurant,Centro,"R. Fernando de Albuquerque, 277 - Consolação, São Paulo - SP, 01309-030, Brazil",-23.5532048,-46.6588429,Closed ⋅ Opens 12 PM,"Modern Thai & Bahia cuisine. Eclectic, contemporary cuisine with Thai specialties & Bahian touches in an informal dining space.",https://lh5.googleusercontent.com/p/AF1QipNYXchHIS8dhpO7uCfh6ExNv5ytJ-WzMz6U_3zq=w122-h92-k-no,1,1,1,1,1,1,1,12.0,1.0,100.0,100.0,0.0,0.0,100.0,85.0,tarde,madrugada,1,1,0,0,1.0
Vicolo Nostro,ChIJn8NM579QzpQRWT06N8pdDgQ,4.7,3755.0,3,italian restaurant,Oeste,"Rua Jataituba, 29 - Cidade Monções, São Paulo - SP, 04704-090, Brazil",-23.6239624,-46.6886719,Closed ⋅ Opens 12 PM,Italian cuisine in an elegant setting. An upscale Italian restaurant in a charming classic townhouse with intimate lighting & a garden.,https://lh5.googleusercontent.com/p/AF1QipM7YBsrrtLkSMHA83HxDJnZaZ9ZO59ys_fNxmV4=w163-h92-k-no,1,1,1,1,1,1,1,12.0,15.0,100.0,100.0,0.0,0.0,43.0,0.0,tarde,tarde,1,1,0,0,8.0
Morais & Marques Restaurante,ChIJwePGXU9XzpQRYTbjbYcmiSg,4.3,129.0,0,buffet restaurant,Oeste,"Rua Feliciana Panieri Ricco, 38 - Vila Olímpia, São Paulo - SP, 04551-020, Brazil",-23.5947893,-46.6841005,Closed ⋅ Opens 11 AM Mon,,https://lh5.googleusercontent.com/p/AF1QipPq0YbZgJbpQwv0vtWhCJGdO5G3tNgOoAGhBmCu=w163-h92-k-no,0,1,1,1,1,1,0,11.0,15.0,100.0,33.3,0.0,15.0,43.0,0.0,manha,tarde,1,0,0,0,6.0
Tenda Árabe,ChIJ8fhlMelbzpQROHh5INSx6uY,4.3,701.0,1,middle eastern restaurant,Sul,"R. Xavier de Almeida, 406 - Ipiranga, São Paulo - SP, 04211-000, Brazil",-23.58952,-46.6083439,Closed ⋅ Opens 12 PM,"A casual, cozy, Middle Eastern joint. An informal, family-friendly spot that serves classic Middle Eastern dishes, snacks & desserts.",https://lh5.googleusercontent.com/p/AF1QipOV5c1jJ-LtARA5QKZsoHxSMqr7n4gpFi3u6Zvz=w204-h92-k-no,1,0,1,1,1,1,1,12.0,23.0,75.0,100.0,0.0,0.0,100.0,68.0,tarde,noite,1,1,0,0,4.0
Vila das Rosas,ChIJ15_vxKRXzpQR7q5wWc0L3oM,4.7,543.0,1,health food restaurant,Oeste,"R. Padre Carvalho, 117 - Pinheiros, São Paulo - SP, 05427-100, Brazil",-23.5608492,-46.6963792,Closed ⋅ Opens 12 PM,"Casual vegan & vegetarian lunch cafe. Low-key lunchtime restaurant offering creative veggie & vegan dishes, plus frozen meals to go.",https://lh5.googleusercontent.com/p/AF1QipOfFWMy4GzJaohAdP0c5CaXRdXZgXiXhs8DD9Vd=w122-h92-k-no,1,0,1,1,1,1,1,11.5,16.0,75.0,100.0,0.0,7.0,58.0,0.0,manha,tarde,1,1,0,0,8.0
Bar e Restaurante Avenida,ChIJOxDKZecDzpQRzu_YYUBdOb4,4.6,134.0,5,restaurant,Outro,"Av. Dr. Pedro Lessa, 1034 - Ponta da Praia, Santos - SP, 11025-000, Brazil",-23.975202,-46.302663,Open ⋅ Closes 2 AM,,https://lh5.googleusercontent.com/p/AF1QipPrFxQcLTUrM6qPZ9MXDvEh0ralmwB0nYcIecdb=w122-h92-k-no,1,1,1,1,1,1,1,6.0,2.0,100.0,100.0,0.0,100.0,100.0,85.0,manha,madrugada,1,1,0,0,10.0
